,opportunity_id,title,hits,summary,category_id,category_desc,org_title
281,5470,Hudson River Clean-up,193,Join Friends and the Hudson River Park Trust in our efforts to help care for the more than 400 acres of water in Hudson River Park's Estuarine Sanctuary. The Clean Sanctuary Campaign has been created to remove debris from the river as floatables arrive daily with the tide.,4.0,Environment,Friends of Hudson River Park
282,5726,Conversation Leader,81,Teacher's assistant for one hour per week in the Bronx,2.0,Helping Neighbors in Need,Bronx ESL Program
283,4967,Get the tools to volunteer for Recycling!,210,Recycling in the city has declined and we need YOU to help get NYC recycling again! Volunteers will work with OROE's borough-wide coordinators to teach New Yorkers to recycle more and waste less.,1.0,Strengthening Communities,Office of Recycling Outreach and Education
284,5060,Winter Literacy Night!,118,Take part in a fun night of reading and creating crafts with children!,3.0,Education,Jumpstart for Young Children
285,5564,National Sexual Assault Online Hotline Volunteer,377,"RAINN (Rape, Abuse & Incest National Network) is seeking volunteers in the New York City area to assist with the National Sexual Assault Online Hotline.",2.0,Helping Neighbors in Need,"Rape, Abuse & Incest National Network"
286,5189,Queens-Volunteer at Family Night on the Beach,433,"This evening event is held at the Far Rockaway Boardwalk.  Volunteers are needed to supervise beach activities, paint faces and distribute refreshments.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
287,5667,Give 1 hour/week to help a child learn to read,1250,Reading Partners provides an opportunity and a space for volunteers from the community to give a fraction of their time each week to tutor an elementary school student one-on-one in reading using a structured and easy-to-follow curriculum.,3.0,Education,Reading Partners
288,5665,Performing Arts Volunteer,184,"Seeking volunteers to assist Performing Arts Director in teaching singing, acting and dancing skills to our youth.",1.0,Strengthening Communities,Salah M. Hassanein Variety Boys & Girls Club Of Queens
289,5367,Office Assistant,498,"Volunteer in one of our office to assist with duties such as Filing, Answering Phones, Word Processing, and Excel.  We will try to accomindate any special interest.",1.0,Strengthening Communities,"Jewish Home Lifecare, Manhattan Division"
290,5074,Jumpstart's Friendship Day at Positive Beginnings,128,"Jumpstart at St. John's University is looking for volunteers to come read about  friendship, make friendship bracelets and collages with preschool children!",3.0,Education,Jumpstart for Young Children
291,5433,Photography for Professionals,151,"Professional photographers can capture images of supporters at fundraisers, volunteers on a workday, or people whom the organization serves. These photographs can be used in promotional materials, for presentations, or on organization websites.",1.0,Strengthening Communities,Catchafire
292,5293,TECH & WEBSITE DESIGN VOLUNTEER OPPORTUNITIES,365,"CHOOSE FROM 1 OR BOTH: Computers/Technical support - Windows desktop support and system administration, networking, software updating and configuration, & office equipment troubleshooting  Website Design & development - website editing, HTML and database programming, site management & promotion",1.0,Strengthening Communities,Hearts and Minds
293,5457,Technology Expert Advice for Professionals,162,"A well-designed technology plan helps an organization increase its efficiency in daily operations. Yet, many nonprofits and social enterprises face significant challenges in determining what technology services, applications, and infrastructure to put in place",1.0,Strengthening Communities,Catchafire
294,5421,Human Resources Strategy for Professionals,80,A human resources strategy assesses an organization's human resources in order to provide recommendations to streamline operations and increase staff capacity.,1.0,Strengthening Communities,Catchafire
295,5070,Event Planning,589,"Volunteers needed to work as a team, planning events for nonprofit organization.",1.0,Strengthening Communities,Future Grads
296,5561,JASA Nutrition Workshop Volunteers,192,Help JASA clients learn how to make healthier choices!,5.0,Health,Jewish Association for Services for the Aged (JASA)
297,5472,Arts Seminar Leaders for High School Program,343,"W!se is seeking volunteers to lead seminars for the w!se Institute at the High School for Economics and Finance in downtown Manhattan.  Seminars are held every Wednesday from 1:24 to 2:24 for eight weeks.  The first module of seminars would start Wednesday, September 21.",3.0,Education,Working in Support of Education (w!se)
298,5241,Greenhouse/Greening,1348,Maintain the greenhouse   Work with residents one-one or in small groups and plants.,4.0,Environment,Isabella Geriatric Center
299,5497,Teach Adults and Kids how to Ride Bikes!,187,"Change a community!  Give the gift of self confidence, independence, health, and a smaller carbon footprint! Volunteer for Bike New York!",3.0,Education,Bike New York
300,5186,Volunteer at School's Out for Summer Event-Queens,251,"This volunteer event will be held in Bayswater Park, Queens, on June 25th.  20 volunteers are needed to assist with crafts, games, face painting and popcorn making.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
301,5707,Healthy Communities- Get Active Day,232,Come join the Friends of Van Cortlandt Park for a day full of fun activities sure to get you outside and and moving.,1.0,Strengthening Communities,Friends of Van Cortlandt Park
302,5514,Teach Adults and Kids how to Ride Bikes!,98,"Change a community!  Give the gift of self confidence, independence, health, and a smaller carbon footprint! Volunteer for Bike New York!",5.0,Health,Bike New York
303,5700,Help New York Cares with Hurricane Irene Clean-Up,257,Volunteer with New York Cares to clean-up after Hurricane Irene,6.0,Emergency Preparedness,NYC Service
304,5545,Dispatcher Trainee (Volunteer),412,The primary role of the volunteer dispatcher is to process emergency calls for help efficiently and smoothly. A dispatcher required to take information from a caller regarding a medical emergency;  The Dispatcher is responsible for receiving and dispatching emergency calls to field units.,6.0,Emergency Preparedness,Bensonhurst Volunteer Ambulance Service
305,5022,Fight global hunger and support women farmers - Join the Oxfam Action Corps in NYC!,14,"The Oxfam Action Corps is a group of dedicated volunteers that raise awareness by holding events and reaching out to people in our neighborhoods, town events, rock concerts – and, most importantly, in the halls of Congress.  Sign up by February 14:  http://www.oxfamactioncorps.org",1.0,Strengthening Communities,Oxfam America
306,5081,Tutors Needed in Harlem!,534,Academic tutors needed for one-on-one tutoring sessions on Tuesday and Thursday afternoons.,3.0,Education,In Arms Reach Inc
307,5175,Shop Volunteer,653,Retail sales support for the Shop@RMA.,1.0,Strengthening Communities,Rubin Museum Of Art
308,5646,Community Health Advocates Helpline Volunteer,235,"Help make health care reform work!  We assist NY consumers with questions or problems with their health insurance get the answers and help they need.  We are seeking health care advocates to work on the helpline during business hours.  Experience not necessary,  but passion is a must!",5.0,Health,Community Service Society/Retired & Senior Volunteer Program (RSVP)
310,5143,Advanced ESL classes (Women),326,With four levels of Women's ESL classes running at the AAANY we are looking for a dedicated ESL Volunteer to help us strengthen our upper level Advanced Course.,2.0,Helping Neighbors in Need,Arab American Association Of New York
311,5780,Math Tutor,29,Tutors wanted to help students in grades 3-5 learn basic math skills.,3.0,Education,Mosaic Preparatory Academy
312,5300,Help NYC Veterans,372,"On Thursday, April 21st our partners at America Works, and HRA Food Stamp Nutrition and Outreach Program (FSNOP) will be on-site at the Mayor’s Office of Veterans’ Affairs (MOVA) 346 Broadway, Room 817 to assist veterans seeking employment and apply for Food Stamps.",2.0,Helping Neighbors in Need,NYC Service
313,5361,Get the tools to volunteer for Recycling!,215,Recycling in the city has declined and we need YOU to help get NYC recycling again!,4.0,Environment,Office of Recycling Outreach and Education
314,5111,Seeds in the Middle - Soccer Registration Administrator,204,"We are looking for an individual to help with registration and outreach for our soccer programming.  Tasks include administrative duties, data entry, emails and calls, and designing flyers.",1.0,Strengthening Communities,Up2Us
315,5429,Storytelling for Professionals,96,A compelling story is vital to almost every successful communication product. Well-told short stories enable an organization to get messages across to the public and supporters in an engaging and accessible manner.,1.0,Strengthening Communities,Catchafire
316,5764,Friendly Visitor for Older Adults,31,Looking for an Older Adult Friendly Visitor who can provide general companionship and general assistance to seniors in the community.,2.0,Helping Neighbors in Need,Carter Burden Center for the Aging
317,5018,American Cancer Society Coaches vs. Cancer Committee Opportunity,329,"The American Cancer Society Coaches vs. Cancer program leverages personal experiences, community leadership and professional excellence of athletes, coaches and fans nationwide through special events and awareness activities.",5.0,Health,American Cancer Society
318,5438,Communications Materials Review for Professionals,47,"he focus of this project is to review an organization's existing media and communications documents and ensure that an organization's message is delivered effectively via marketing materials, organization background documents, presentations, speeches, photos, videos, and more.",1.0,Strengthening Communities,Catchafire
319,5434,Video Editing for Professionals,46,"Video is a powerful medium. It helps an organization tell engaging stories, bring attention to a cause, and communicate its value and effectiveness to a wide audience",1.0,Strengthening Communities,Catchafire
320,5278,Come Volunteer at our Great Strides Walks ,174,"The Great Strides walk program is our organization’s premier fundraising initiative.  Each year throughout the months of May and June, thousands of New Yorkers join together to walk towards a cure for cystic fibrosis.  CF is an inherited chronic disease that affects the lungs and digestive system.",1.0,Strengthening Communities,Cystic Fibrosis Foundation
321,5604,2011 Dumbo Arts Festival,480,"The 2011 Festival will take place on September 23, 24, & 25th.  This year we are searching for volunteers who can devote some of their time between Friday, September 16th and Thursday, September 22nd, as well as, the three days of the Festival itself.",1.0,Strengthening Communities,Dumbo Arts Festival
322,5440,Event Publicity for Professionals,57,"Event publicity generates buzz about an organization's event. Publicity can increase numbers of attendees traditionally, by reaching out to media for coverage in advance of the event, and directly, through social media.",1.0,Strengthening Communities,Catchafire
323,5299,Client Care Services Volunteer,1420,"The Client Care Services Volunteer would be assigned to the New York City Family Justice Center, Queens (QFJC).  Flexible schedule (no less than 4 hours per week)",2.0,Helping Neighbors in Need,"New York City Family Justice Center, Queens"
324,5196,Office Volunteer,903,"The Leukemia & Lymphoma Society is seeking energetic, personable, and detail-oriented volunteers to assist the Operations Department.",1.0,Strengthening Communities,The Leukemia & Lymphoma Society
325,5743,Monitor recycling at Astoria Street Fair,264,"Interested in experiencing the smells, sounds, and sights of the Astoria Broadway Street Fair while still serving your community, your city, and the environment? Then sign up to volunteer with us on Sunday, September 25!",4.0,Environment,Office of Recycling Outreach and Education
326,5502,Community Preparedness Day,355,Are you and your family prepared for an emergency? Join the Red Cross' Centennial Circle for a free Ready NY presentation and receive a FREE Go Bag! Presentations last for 45 minutes and will be held in English and Spanish.,6.0,Emergency Preparedness,NYC Service
327,5653,"22nd Annual Latino College - March 17, 2012 - New York University",158,The Latino College Expo is a college fair which takes place in the spring. The organizers of the Latino College Expo are looking for volunteers to help with the pre-Expo activities which include recruiting colleges and high schools.,3.0,Education,New York College Goal Sunday
328,5282,Business Plan Writer,192,We are currently restructuring our non-profit organization and looking for someone who has experience in writning business plans and knowledge of the non-profit sector. Having an interest in sports and development is a huge plus!,1.0,Strengthening Communities,New York Futsal
329,5174,Senior Citizen Friendly Visitor ,834,Help decrease social isolation within the senior citizen population by visiting with a senior friend once a week for about an hour.,2.0,Helping Neighbors in Need,"Services Now for Adult Persons, Inc."
330,5711,End of Season Celebration ,105,Enjoy a taste of Van Cortandt Garden,1.0,Strengthening Communities,Friends of Van Cortlandt Park
331,5444,Press List for Professionals,38,A press list is a list of media outlets and contacts that an organization wants to target on an ongoing basis or a list designed for a specific news announcement. This is a list of key reporters and publications that are relevant to an organization and the types of news it wishes to publicize.,1.0,Strengthening Communities,Catchafire
332,5244,5th Avenue Family Festival,162,"Public carnival in Park Slope for families with games, crafts, and activities.",1.0,Strengthening Communities,"The Puppetry Arts Theatre, Inc"
333,5389,Community Leader,210,We are seeking a new Coalition Leader to co-lead the Coalition as we enter into the next phase of our project and continue to expand. A job description can be found below.  Please contact us  envisionwilliamsburg@wiggiomail.com if you're interested and meet the criteria identified below.,1.0,Strengthening Communities,Project Envision
334,5522,Fundraising and Event Volunteers Needed ,150,Do you want to make a difference against human trafficking? Do you want to see some of the ins and outs of putting together a very large fundraising event? Read on.,1.0,Strengthening Communities,New York Asian Women's Center
335,5125,Grant Writer,145,"Looking to attain a professional grant writer to assist with fundraising for athletic, educational, professional and life skill development organization.",1.0,Strengthening Communities,Big Apple Basketball
336,5686,Help Clean Up after Hurricane Irene in Far Rockaway,331,Help clean up tree limbs that came down during Hurricane Irene.,6.0,Emergency Preparedness,NYC Service
337,5559,EmblemHealth Bronx Open,73,NYJTL is the designated promoter and beneficiary of this professsional tennis tournament held in Crotona Park in the Bronx.,1.0,Strengthening Communities,New York Junior Tennis League
338,5676,Storytelling,278,Literacy volunteers needed  to read books aloud to children on Saturdays.,3.0,Education,The Neighborhood Work Play Kids Theater
339,5456,Salesforce Database Customization for Professionals,104,"Databases are necessary to manage and analyze large amounts of data and maintain relationships amongst different kinds of data (eg. a parent and his/her children, a building and its tenants).",1.0,Strengthening Communities,Catchafire
340,5576,Become a Tutor for Boys Hope Girls Hope New York!,267,"Tutors are the backbone of our academic enrichment program, we are currently looking for tutors for many subjects (math, science, English, history, language, SAT Prep, religion).",3.0,Education,Boys Hope Girls Hope New York
341,5204,MS Word Tutor,117,Tutor Staff in using basic functions of MS Word,2.0,Helping Neighbors in Need,Center For Hearing And Communication
342,5147,TimeBanksNYC June Event Schedule,2203,Join us for our June events!,2.0,Helping Neighbors in Need,TimeBanksNYC
343,5228,Driver and Delivery volunteers ,417,Paws of Hope Foundation seeks New York State licensed drivers with truck or van or access to truck or van for petfood bank.,2.0,Helping Neighbors in Need,Paws of Hope foundation
344,5150,TimeBanksNYC: THE GREAT EXCHANGE ,3334,Join us at the largest timebanking event in New York City!,2.0,Helping Neighbors in Need,TimeBanksNYC
345,5170,Queens Fall Harvest Festival-volunteers Needed!`,0,"Volunteer at the Fall Harvest Festival in Highland Park, Queens.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
346,5463,Give the Gift of Bicycling!,241,Become a Bike New York volunteer and teach adults and kids how to ride bicycles!,3.0,Education,Bike New York
347,5573,Girl Scout Series - East Harlem Site 2,56,"We are New York City’s largest girls-only youth and leadership development program where girls learn to lead with courage, confidence and character to make their communities and the world  a better place.",3.0,Education,Girl Scouts NYC
348,5263,Bronx One on One Mentoring Program (BOOM),578,Bronx One on One Mentoring (BOOM) seeks to make a difference in the life of a child by providing amazing mentors who can serve as positive role models and guides in their lives.,3.0,Education,Bronx One on One Mentoring Program
349,5310,"NYAWC Spring Volunteer Information Forum, come learn about volunteering with NYAWC, (Refreshments)",23,The NYAWC Volunteer Council proudly presents:  Spring Volunteer Information Forum.  - Hear first-hand from current volunteers about volunteer activities - Mingle and chat with like-minded people - Refreshments provided,1.0,Strengthening Communities,New York Asian Women's Center
350,5326,Clerical Volunteer Support,873,"Assist in filing, mailings, and various clerical duties",1.0,Strengthening Communities,Brooklyn Community Services
351,5483,Queens Green Teens opportunity,1368,"NYC Parks is looking for teenagers or teen programs who are interested in cleaning up a local parkland by removing debris, collecting recyclables and taking care of greenery.",4.0,Environment,New York City Department of Parks & Recreation
352,5451,Business Plan Review for Professionals,82,"A business plan is a document that helps you communicate your goals and the plan for how you're going to accomplish them to external stakeholders, such as potential investors, funders, advisers and Board members.",1.0,Strengthening Communities,Catchafire
353,5118,WorldofMoney.org's Youth Amazing Race,332,"From the Cloisters to Wall Street, WoM youth teams will receive clues, then dash to each business, historical landmark, cultural institution or financial institution where they will perform tasks.",3.0,Education,WorldofMoney.org
354,5722,Nutrition Educator for Shape Up New York!,214,"In addition to our fitness classes, which provide many health benefits, we are expanding our nutrition education programs. We are looking for volunteers to provide nutritional education/counseling to our constituents so that they can reach the levels of health and well-being that they strive for.",5.0,Health,New York City Department of Parks & Recreation
355,5131,Special Projects Manager,225,Big Apple Greeter is currently seeking a Special Projects Manager to work with the Executive Director and the Founder.  This is an executive-level experience for the right individual interested in working in the non-profit world.,1.0,Strengthening Communities,Big Apple Greeter
356,5445,Press Release for Professionals,55,A press release is a written communication directed at members of the media containing information about something newsworthy an organization is doing. A press release announces this information in an exciting and compelling way to encourage media outlets to pick up the story.,1.0,Strengthening Communities,Catchafire
358,5251,Volunteer Spanish Tutor,295,"Turtle Bay Music School seeks a volunteer to tutor staff members in basic conversational Spanish for 1-2 hours per week.  Must be a fluent Spanish speaker, preferably with some teaching experience.  Interest and enthusiasm for music and community are a plus.",2.0,Helping Neighbors in Need,Turtle Bay Music School
359,5390,Interpreters and Lawyers Needed to Help the NYC Haitian Community,125,"On Saturday, June 11, 2011, the Mayor’s Office of Immigrant Affairs together with the City University of New York's Citizenship Now! and the Legal Aid Society is hosting a service event to help eligible Haitian nationals apply for Temporary Protected Status (TPS) or their extension for TPS.",2.0,Helping Neighbors in Need,NYC Service
360,5466,Available on Tuesday evenings? Tutor with MASA!,100,"MASA-Mexed Inc. is seeking dedicated volunteers to provide tutoring services to elementary- and middle-school students at its South Bronx community center, particularly on Tuesday evenings.",3.0,Education,MASA-MexEd Inc.
361,5509,Fall Forest Restoration Volunteer Kickoff,253,Volunteers needed to help remove invasive plants and plant native trees and shrubs at various locations in Van Cortlandt Park.,4.0,Environment,Friends of Van Cortlandt Park
362,5009,It’s My Park! Day at the Friends Compost Site/Garden,172,"Come out and help us plant our garden, learn about what we are growing and turn and sift our compost bins.",1.0,Strengthening Communities,Friends of Van Cortlandt Park
363,5412,Merchandise Design for Professionals,30,"Merchandise design helps an organization create professional designs for t-shirts, pins, hats or giveaways that include an organization's logo or a logo created for a special event.",1.0,Strengthening Communities,Catchafire
364,5296,Become a Mentor Today!,206,Looking for a way to give back and change a life?   Become a Mentor today!    Send one weekly email on an interesting topic that iMentor provides  See your mentee once a month for two hours at an iMentor organized group event.   Click this posting to learn more!,3.0,Education,iMentor
365,5243,Fiesta! Volunteers,113,"We are looking for volunteers to help us execute a Cinco de Mayo celebration, supporting Global Workers programs and services",1.0,Strengthening Communities,Global Workers Justice Alliance
366,5149,Row New York Afterschool Volunteer Tutor for High School,58,"Volunteer your time to work alongside an all-girls, high school rowing team, helping them succeed in academics during after-school time.",3.0,Education,Up2Us
368,5714,Fundraising Coordinator,57,The Fundraising Coordinator will design and coordinate fundraising activities.,1.0,Strengthening Communities,"APC COMMUNIY SERVICES, INC."
369,5391,Clothing Drive for Returning Veterans ,620,Memorial Day Celebration Kicks-Off Clothing Drive for Veterans Seeking Employment,1.0,Strengthening Communities,NYC Service
370,5723,Homework Helpers and Tutors for Kids Grades K-1!!,154,East Harlem Scholars Academy is looking for homework helpers and tutors for our brilliant kindergarten and first grade students!,3.0,Education,East Harlem Tutorial Program
371,5724,Mariners' Response to 9-11: Exhibit Aboard the LILAC,209,"PortSide NewYork is sponsoring a multimedia exhibit on the Marine response to 9-11, shown aboard the LILAC at Pier 25 in Hudson River Park during Sep. and Oct. Volunteers are needed to extend the hours the exhibit is open to the public.",1.0,Strengthening Communities,PortSide NewYork
372,5209,Looking for a Special Opportunity to Make a Real Impact?,601,Pajama Program is currently seeking an individual with experience in:  - Fundraising events  - Identifying and cultivating long-term supporters and major gift donors who are aligned with Pajama Program's mission,2.0,Helping Neighbors in Need,Pajama Program
373,5400,Help the GreenTeam at Advetures NYC!,355,On June 25th the NYC Parks will be hosting Adventures NYC and the GreenTeam will be there keeping it green. Please sign up and help out with this fun and environmentally friendly opportunity.,4.0,Environment,New York City Department of Parks & Recreation
376,5308,Foster Care Recruitment Celebration Event on  May 21th,107,"There are 16,000 children actively in foster care and only 12,000 foster parents. We are helping to try to increase homes for foster children. The Month of May is foster care month.  so we will be discussing how foster care youth need support services and other issues that need to be addressed.",1.0,Strengthening Communities,Foster Parent Advocacy Foundation Inc
377,5757,Bronx: Water Aerobics Instructor For Shape Up NYC at St. Mary's recreation center,30,"NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at St. Mary’s Recreation Center (St. Ann’s Avenue at East 145th street, Bronx, NY 10455)",5.0,Health,New York City Department of Parks & Recreation
378,5544,Young Professionals Committee 2nd Annual Summer Benefit,212,Several volunteers are needed for an upcoming cocktail party benefiting the Children's Museum of the Arts.,1.0,Strengthening Communities,Children's Museum Of The Arts
379,5266,Driver,114,Services for the UnderServed (SUS) is currently seeking volunteers interested in becoming an on-demand Driver.  Volunteers are needed occasionally to drive staff and other individuals to program sites located throughout New York City.,2.0,Helping Neighbors in Need,"Services for the UnderServed, Inc."
380,5768,Tutors Needed!!!!,112,"Tutors are needed for our youth program Union East After 3. Subjects include math, science, english, spanish, and history.",3.0,Education,Union Settlement Association
381,5575,Painting Instructor for JASA's HES Senior Center,79,Help our seniors express themselves through painting!,1.0,Strengthening Communities,Jewish Association for Services for the Aged (JASA)
382,5035,Accountant,367,Accountant with non-profit experience,2.0,Helping Neighbors in Need,Center for the Integration & Advancement of New Americans (CIANA)
383,5200,Networking Workshop Volunteer,184,Help Met Council clients practice their networking skills.,2.0,Helping Neighbors in Need,Metropolitan Council on Jewish Poverty
384,5025,Help Desk Intern,216,We are in need of a Help Desk Intern to help our engineers solve the issues of our end users in a more timely fashion.,1.0,Strengthening Communities,National Multiple Sclerosis Society NYC Chapter
385,5620,Director of Public Relations ,141,The director of public relations is the person who represents and is responsible for educating and promoting awareness of our agency and it services to the community.,1.0,Strengthening Communities,Family and Community Support Services
387,5741,Volunteer Front Desk Assistant,220,Serve as the first point of contact for the Connect-to-Care program.,1.0,Strengthening Communities,FEGS
388,5198,Volunteer at Queens Farm,1103,"Assist farmers with weeding, mulching, planting, and harvesting in our two acre vegetable production.",5.0,Health,Queens County Farm Museum
390,5750,Paint alongside Publicolor's students!,127,Publicolor engages underserved students in their education and to catalyze change by empowering them and other residents of inner city communities to transform their environments through the power of color and collaboration.,1.0,Strengthening Communities,Publicolor
391,5054,Have A Penchant For All Things Vintage? Volunteer with a Thriftshop --55+ Only,147,"Sales Associate, Sorting Clothing, Inventory; volunteers needed in all of their stores throughout Manhattan and in Brooklyn.",1.0,Strengthening Communities,Community Service Society/Retired & Senior Volunteer Program (RSVP)
392,5655,Event phone bank representative,163,"The representative will phone outside organizations to promote awareness of upcoming events and seek out participation from local businesses, community based organizations and individuals.",2.0,Helping Neighbors in Need,"Talk Therapy Television, Inc."
394,5216,Homework Helpers,522,Has math always come easily to you?  Do you know what prepositions and adjectives are?  Are you an expert on ecosystems?  Well . . . have you ever considered sharing your knowledge by becoming a tutor for children in need?,3.0,Education,Metropolitan Council on Jewish Poverty
395,5136,Rise Up Stay Put Home Rescue Fair!!,248,"(CNYCN) and its partners are now organizing 2011 Rise Up & Stay Put! Saturday, April 23 at York College in Queens, and a future date and location in Brooklyn this summer.",2.0,Helping Neighbors in Need,NYC Department Of Consumer Affairs Office Of Financial Empowerment
396,5160,JASA Volunteer Exercise Teachers at H.E.S. and Mill Basin Senior Centers,167,We are in need of volunteer exercise teachers to instruct our members at our H.E.S. and Mill Basin Senior Centers.,5.0,Health,Jewish Association for Services for the Aged (JASA)
397,4980,Winter Jam 2011,1180,"City of New York Department of Parks & Recreation Annual Winter Festival featuring Cross Country Skiing, Snowboarding, and Snowshoeing!",1.0,Strengthening Communities,New York City Department of Parks & Recreation
398,5372,Trevor Lifeline Counselors,416,"The Trevor Lifeline, 866.4.U.TREVOR (866.488.7386), is the only nationwide, around-the-clock crisis and suicide prevention lifeline for lesbian, gay, bisexual, transgender and questioning (LGBTQ) youth.",2.0,Helping Neighbors in Need,The Trevor Project
399,5001,Spring Volunteer Kickoff ,266,Projects throughout the Park will include tree plantings and invasive plant removal.,1.0,Strengthening Communities,Friends of Van Cortlandt Park
400,5359,Data Entry Assistance,73,"The Police Athletic League seeks volunteers to imput survey data on Wednesday, May 18 from 10:00 am to 12:00 pm in Manhattan!",1.0,Strengthening Communities,Police Athletic League Of New York
401,5699,Giving At the Soup Kitchen Can be Fun - 55+ Only,131,Early morning and overnight volunteers needed at a homeless shelter.,2.0,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP)
402,4965,Be a Climb to the Top Volunteer!,494,"Climb to the Top is a unique stair climbing event hosted by the National MS Society, NYC-SNY Chapter that will take place n Sunday, February 27, 2011 as 1,000 participants will climb 66 flights of stairs to help create a world free of MS.",5.0,Health,National Multiple Sclerosis Society NYC Chapter
404,4992,Volunteers Needed for Volunteer Reception Center Drill,71,"World Cares Center is seeking up to 20 volunteers to participate in an emergency management drill on Wednesday, February 2, 2011.",6.0,Emergency Preparedness,World Cares Center
406,5618,Director of Development,119,The director of development will provide developmental guidance and support to the senior management team of the agency.,1.0,Strengthening Communities,Family and Community Support Services
407,5220,JASA Home Delivered Meals survey volunteer,137,Help with the implementation of JASA's Home Delivered Meals survey,2.0,Helping Neighbors in Need,Jewish Association for Services for the Aged (JASA)
408,5345,Central Park Zoo with Harlem Dowling 125th! ,32,"Come ring in Spring with a trip to the Central Park Zoo with the kids of Harlem Dowling 125th! We will meet at the Center at 11:00 AM, for a quick lunch, before heading down to the zoo. We will return to the Center for drop-off at 3 PM. Hope you can join us! 11:00 AM",1.0,Strengthening Communities,Street Project
409,5735,Mentor,66,"We are looking for dedicated and enthusiastic volunteer mentors for adults with intellectual disabilities (such as autism, Down syndrome). Our programs and services are designed to nurture independence and confidence.",2.0,Helping Neighbors in Need,"Services for the UnderServed, Inc."
410,5673,Grant Writer,94,ACTS Community Development is seeking volunteer/intern to research and write grants.,1.0,Strengthening Communities,Coney Island Lighthouse Mission
411,5363,Gain Valuable Counseling Experience--Volunteer on Samaritans 24-Hour Crisis Hotline,582,Gain experience you can't get anywhere else as you help people who are experiencing some form of personal crisis--from a bad day to a broken heart to a major loss or depressive illness.,2.0,Helping Neighbors in Need,Samaritans of New York
412,5539,Chinese Translator,68,Volunteer needed to translate written materials from English into Chinese.,2.0,Helping Neighbors in Need,"Services for the UnderServed, Inc."
413,5626,Clothing Donation Day Volunteers Needed!,134,"Help out at this month's Clothing Donation Day. We will be meeting and greeting clothing donors, providing tax receipts, and sorting donations to select only the best for Dress for Success clients. These events fill up quickly, so register soon! 10:45 a.m. - 3:00 p.m.",2.0,Helping Neighbors in Need,Street Project
414,5005,Million Trees NYC Community Tree Giveaway,158,Due to popular demand the Friends are pleased to offer community members FREE trees to plant on private property.,1.0,Strengthening Communities,Friends of Van Cortlandt Park
415,5329,Volunteers Needed for Family Event,1054,"Volunteers are needed for Cool Culture's Catch the Cool family event on Saturday, June 19, 2011 that will take place at the Queens Museum of Art in Flushing Meadows Corona Park. The event will be an opportunity for Cool Culture families to take part in museum tours, storytelling and art making.",1.0,Strengthening Communities,Cool Culture
416,5565,9/11 Day of Service at the JCC in Manhattan,886,"Please join the JCC staff, members, and neighbors on the tenth anniversary of the tragedies of September 11. Organized community service activities will take place in and outside of our building in remembrance of the events of 9/11. Choose your project on the morning of the event.",1.0,Strengthening Communities,The JCC In Manhattan
417,5567,Girl Scout Series - Bronx ,59,"We are New York City’s largest girls-only youth and leadership development program where girls learn to lead with courage, confidence and character to make their communities and the world  a better place.",1.0,Strengthening Communities,Girl Scouts NYC
418,5624,Tutor with The Fresh Air Fund,296,Become at tutor with The Fresh Air Fund and change a child's life forever!,3.0,Education,The Fresh Air Fund
419,5613,Career Counselor ,196,Volunteers help our clients by reviewing and editing résumés/coverletters and giving interview tips to a woman in need. They also meet with clients to perform mock interviews and informational interviews in order to give them a chance to practice and improve their communication skills.,2.0,Helping Neighbors in Need,Dress for Success - Bronx Branch
420,5648,Family Liason Program at New York Methodist Hospital,231,"A team of mature adults staff our desk in front of the surgical suites.  Providing information, connecting families and physicians post surgically and guiding families to the resources they need is the focus of this volunteer experience.",5.0,Health,New York Methodist Hospital
421,5494,Case Management Intern,313,"In 2010, POTS’ Case Managers helped close to 1,100 people including 315 families with 300+ children identify barriers to stability and take steps to address them.  369 individuals were provided information and referrals to link with detox, educational and employment programs, shelter.",2.0,Helping Neighbors in Need,Part of the Solution (POTS)
422,5020,TimeBanksNYC's 2011 in 2011 Membership Drive,4070,Join our membership campaign to become the largest timebank in the United States!,2.0,Helping Neighbors in Need,TimeBanksNYC
423,5392,Coffee & Conversation: English Practice for English Learners,339,Help immigrants and new Americans practice their English through some Coffee & Conversation!,2.0,Helping Neighbors in Need,The Dialogue Project
424,5628,School Year Internship: Fall 2011 Development Intern,99,"Fall internships run from September-December and require 12-16 in-office hours per week with occasional Saturday events. Interns report directly to development staff, assisting with key aspects of funder research, proposal drafting and packaging, outreach, and communications.",3.0,Education,Girls Write Now
426,5185,Earth Day Volunteers needed-Queens,320,"Far Rockaway Beach, Queens.  Volunteers needed for crafts, games and face painting.  The event takes place on April 30th.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
427,5274,Volunteer Recruitment ,250,"Recruit, supervise, and communicate with volunteers and interns in our office and all over the world.",1.0,Strengthening Communities,Hearts and Minds
